"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PFL","PIMCO Income Strategy Fund","11.15","$285.2M","2003","n/a","n/a","https://www.nasdaq.com/symbol/pfl",
"PFN","PIMCO Income Strategy Fund II","10","$597.25M","2004","n/a","n/a","https://www.nasdaq.com/symbol/pfn",
"PMF","PIMCO Municipal Income Fund","12.28","$315.87M","2001","n/a","n/a","https://www.nasdaq.com/symbol/pmf",
"PML","Pimco Municipal Income Fund II","12.62","$784.5M","2002","n/a","n/a","https://www.nasdaq.com/symbol/pml",
"PMX","PIMCO Municipal Income Fund III","11.03","$362.77M","2002","n/a","n/a","https://www.nasdaq.com/symbol/pmx",
"PNF","PIMCO New York Municipal Income Fund","11.4","$88.66M","2001","n/a","n/a","https://www.nasdaq.com/symbol/pnf",
"PNI","Pimco New York Municipal Income Fund II","10.85","$120.92M","2002","n/a","n/a","https://www.nasdaq.com/symbol/pni",
"PYN","PIMCO New York Municipal Income Fund III","8.9","$50.81M","2002","n/a","n/a","https://www.nasdaq.com/symbol/pyn",
"RCS","PIMCO Strategic Income Fund, Inc.","8.93","$384.55M","1994","n/a","n/a","https://www.nasdaq.com/symbol/rcs",
"PDD","Pinduoduo Inc.","21.62","$23.95B","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pdd",
"PME","Pingtan Marine Enterprise Ltd.","2.17","$171.55M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pme",
"PNK","Pinnacle Entertainment, Inc.","32.55","$1.92B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/pnk",
"PNFP","Pinnacle Financial Partners, Inc.","56","$4.36B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnfp",
"PF","Pinnacle Foods, Inc.","65.87","$7.85B","2013","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/pf",
"PNW","Pinnacle West Capital Corporation","81.5","$9.13B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnw",
"HNW","Pioneer Diversified High Income Trust","14.1","$117.49M","2007","n/a","n/a","https://www.nasdaq.com/symbol/hnw",
"PES","Pioneer Energy Services Corp.","3.03","$236.99M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pes",
"PHD","Pioneer Floating Rate Trust","10.63","$262.97M","2004","n/a","n/a","https://www.nasdaq.com/symbol/phd",
"PHT","Pioneer High Income Trust","8.81","$257.53M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pht",
"MAV","Pioneer Municipal High Income Advantage Trust","10.56","$252.27M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mav",
"MHI","Pioneer Municipal High Income Trust","10.73","$244.34M","2003","n/a","n/a","https://www.nasdaq.com/symbol/mhi",
"PXD","Pioneer Natural Resources Company","173.54","$29.57B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pxd",
"PPSI","Pioneer Power Solutions, Inc.","5.01","$43.72M","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/ppsi",
"PJC","Piper Jaffray Companies","69.67","$1.06B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/pjc",
"PBI","Pitney Bowes Inc.","6.69","$1.26B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/pbi",
"PBI^B","Pitney Bowes Inc.","22.59","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pbi^b",
"PVTL","Pivotal Software, Inc.","18.54","$4.77B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pvtl",
"PXLW","Pixelworks, Inc.","4.22","$151.56M","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"PJT","PJT Partners Inc.","45.48","$1.01B","2015","Finance","Investment Managers","https://www.nasdaq.com/symbol/pjt",
"PAA","Plains All American Pipeline, L.P.","24.37","$17.68B","1998","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","24.05","$3.8B","2013","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/pagp",
"PLNT","Planet Fitness, Inc.","46.42","$4.57B","2015","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/plnt",
"PLAG","Planet Green Holdings Corp","2.2375","$9820.39","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/plag",
"PLT","Plantronics, Inc.","52.23","$2.07B","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/plt",
"PAH","Platform Specialty Products Corporation","11.08","$3.19B","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/pah",
"EAGL","Platinum Eagle Acquisition Corp.","9.86","$93.5M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/eagl",
"EAGLU","Platinum Eagle Acquisition Corp.","10.3369","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/eaglu",
"EAGLW","Platinum Eagle Acquisition Corp.","1.4","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/eaglw",
"PLG","Platinum Group Metals Ltd.","0.175","$50.93M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plg",
"PLYA","Playa Hotels & Resorts N.V.","9.16","$1.2B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/plya",
"AGS","PlayAGS, Inc.","28.79","$1.02B","2018","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/ags",
"PHI","PLDT Inc.","25.64","$5.54B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PLXS","Plexus Corp.","53.72","$1.73B","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","1.81","$388.78M","1999","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","24.52","$125.51M","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","24.12","$3.26B","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","1.18","$134.04M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/psti",
"PLXP","PLx Pharma Inc.","3.8675","$33.79M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/plxp",
"PLYM","Plymouth Industrial REIT, Inc.","14.29","$66.61M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/plym",
"PLYM^A","Plymouth Industrial REIT, Inc.","24.0429","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plym^a",
"PNC","PNC Financial Services Group, Inc. (The)","124.26","$57.69B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnc",
"PNC.WS","PNC Financial Services Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnc.ws",
"PNC^P","PNC Financial Services Group, Inc. (The)","26.74","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnc^p",
"PNC^Q","PNC Financial Services Group, Inc. (The)","23.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnc^q",
"PNM","PNM Resources, Inc. (Holding Co.)","38.31","$3.05B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnm",
"PBSK","Poage Bankshares, Inc.","23.85","$83.41M","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pbsk",
"PNTR","Pointer Telocation Ltd.","12.35","$100.43M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","13.15","$187.53M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","5.3835","$54.61M","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pola",
"PII","Polaris Industries Inc.","93.3","$5.81B","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/pii",
"PTE","PolarityTE, Inc.","14.16","$304.09M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/pte",
"PLM","Polymet Mining Corp.","0.9375","$300.62M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plm",
"POL","PolyOne Corporation","36.2","$2.89B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/pol",
"POLY","PolyPid Ltd.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/poly",
"POOL","Pool Corporation","148.16","$5.98B","1995","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/pool",
"POPE","Pope Resources","72.5","$315.82M","n/a","Consumer Non-Durables","Environmental Services","https://www.nasdaq.com/symbol/pope",
"BPOP","Popular, Inc.","48.97","$5.01B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","24.64","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","25.25","$303M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpopn",
"POR","Portland General Electric Company","45.07","$4.02B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/por",
"PTLA","Portola Pharmaceuticals, Inc.","24.05","$1.59B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptla",
"PKX","POSCO","58.47","$18.71B","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/pkx",
"POST","Post Holdings, Inc.","92.79","$6.18B","2012","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/post",
"PBPB","Potbelly Corporation","13.12","$334M","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/pbpb",
"PCH","PotlatchDeltic Corporation","35.67","$2.24B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","31.09","$356.6M","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","58.43","$1.72B","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/powi",
"PW","Power REIT","5.97","$10.91M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pw",
"PW^A","Power REIT","26.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pw^a",
"PPDF","PPDAI Group Inc.","5.9","$1.77B","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ppdf",
"PPG","PPG Industries, Inc.","95.09","$23.01B","n/a","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/ppg",
"PPX","PPL Capital Funding, Inc.","24.46","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","30.25","$21.16B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppl",
"PYS","PPlus Trust","15.9922","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","21.54","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pyt",
"PQG","PQ Group Holdings Inc.","15.71","$2.12B","2017","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/pqg",
"PRAA","PRA Group, Inc.","32.56","$1.47B","2002","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","99.87","$6.43B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","1.94","$17.36M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pran",
"PX","Praxair, Inc.","156.24","$44.93B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/px",
"PRPO","Precipio, Inc.","0.33","$7.64M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/prpo",
"PDS","Precision Drilling Corporation","3.12","$916.6M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pds",
"AIPT","Precision Therapeutics Inc.","0.9291","$12.45M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/aipt",
"APTS","Preferred Apartment Communities, Inc.","16.87","$675.45M","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/apts",
"PFBC","Preferred Bank","57.98","$888.55M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","69.52","$350.15M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","17.9","$2.03B","1996","Finance","Major Banks","https://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","44.44","$2.37B","2013","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","1.3937","$23.97M","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lens",
"PSDO","Presidio, Inc.","14.43","$1.19B","2017","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/psdo",
"PBIO","Pressure BioSciences, Inc.","3.43","$3.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pbio",
"PBH","Prestige Consumer Healthcare Inc.","37.42","$1.94B","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pbh",
"PVG","Pretium Resources, Inc.","8.25","$1.51B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/pvg",
"PRGX","PRGX Global, Inc.","8.45","$198.71M","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","76.03","$2.32B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/psmt",
"PNRG","PrimeEnergy Corporation","76.5","$157.74M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pnrg",
"PRI","Primerica, Inc.","110.19","$4.75B","2010","Finance","Life Insurance","https://www.nasdaq.com/symbol/pri",
"PRMW","Primo Water Corporation","15.84","$597.1M","2010","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","22.61","$1.17B","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/prim",
"PVAL","Principal Contrarian Value Index ETF","26.25","$3.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pval",
"PFG","Principal Financial Group Inc","55.14","$15.7B","2001","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/pfg",
"BTEC","Principal Healthcare Innovators Index ETF","32.7209","$50.72M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/btec",
"PXUS","Principal International Multi-Factor Index ETF","98.95","$14.84M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxus",
"GENY","Principal Millennials Index ETF","35.21","$19.37M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","33.68","$21.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pset",
"PGZ","Principal Real Estate Income Fund","16.89","$116.54M","2013","n/a","n/a","https://www.nasdaq.com/symbol/pgz",
"PY","Principal Shareholder Yield Index ETF","31.84","$14.33M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/py",
"PMOM","Principal Sustainable Momentum Index ETF","27.4401","$5.49M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pmom",
"USMC","Principal U.S. Mega-Cap Multi-Factor Index ETF","26.82","$1.52B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usmc",
"PSC","Principal U.S. Small-Cap Multi-Factor Index ETF","31.74","$338.03M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psc",
"PRNB","Principia Biopharma Inc.","25.09","$570.25M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prnb",
"PRIF^A","Priority Income Fund, Inc.","24.783","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prif^a",
"PRTH","Priority Technology Holdings, Inc.","10.49","$701.33M","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/prth",
"PRTHU","Priority Technology Holdings, Inc.","12.5847","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/prthu",
"PRTHW","Priority Technology Holdings, Inc.","1.5","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/prthw",
"PRA","ProAssurance Corporation","43.36","$2.32B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pra",
"PG","Procter & Gamble Company (The)","79.06","$196.79B","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/pg",
"PDEX","Pro-Dex, Inc.","9.6","$40.99M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","2.9","$14.04M","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","2.94","$141.36M","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","5.55","$468.7M","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","32.54","$1.46B","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/prgs",
"PGR","Progressive Corporation (The)","66.86","$38.99B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pgr",
"PLD","Prologis, Inc.","62.54","$39.37B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pld",
"LUNG","ProLung, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lung",
"PFPT","Proofpoint, Inc.","101.06","$5.48B","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/pfpt",
"PUMP","ProPetro Holding Corp.","17.3","$1.45B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/pump",
"PRPH","ProPhase Labs, Inc.","2.98","$34.4M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","17.4","$555.66M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prqr",
"PRO","PROS Holdings, Inc.","32.18","$1.05B","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/pro",
"EQRR","ProShares Equities for Rising Rates ETF","46.5","$8.14M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","57.77","$335.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bib",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","33.2","$26.56M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ubio",
"TQQQ","ProShares UltraPro QQQ","58.03","$3.59B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tqqq",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","16.51","$4.13M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/zbio",
"SQQQ","ProShares UltraPro Short QQQ","13.24","$695.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","18.59","$33.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bis",
"PBB","Prospect Capital Corporation","24.85","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/pbb",
"PBY","Prospect Capital Corporation","24.8","$1.34B","2018","n/a","n/a","https://www.nasdaq.com/symbol/pby",
"PSEC","Prospect Capital Corporation","7.02","$2.56B","2004","n/a","n/a","https://www.nasdaq.com/symbol/psec",
"PB","Prosperity Bancshares, Inc.","65.8","$4.6B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pb",
"PTGX","Protagonist Therapeutics, Inc.","8.77","$211.23M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptgx",
"PLX","Protalix BioTherapeutics, Inc.","0.563","$83.43M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/plx",
"PTVCA","Protective Insurance Corporation","21.44","$321.47M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","22.33","$334.82M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ptvcb",
"PRTO","Proteon Therapeutics, Inc.","1.58","$28.01M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","1.77","$64.95M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","12.49","$497.56M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prta",
"PRLB","Proto Labs, Inc.","126.81","$3.43B","2012","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/prlb",
"PRVB","Provention Bio, Inc.","3.44","$128.49M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prvb",
"PVBC","Provident Bancorp, Inc.","26.26","$252.84M","2015","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","18.1","$134.33M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/prov",
"PFS","Provident Financial Services, Inc","23.15","$1.55B","2003","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pfs",
"PBIP","Prudential Bancorp, Inc.","17.27","$155.58M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/pbip",
"PJH","Prudential Financial, Inc.","24.1","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","23.91","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/prh",
"PRS","Prudential Financial, Inc.","24.23","$527.88M","2018","Finance","Life Insurance","https://www.nasdaq.com/symbol/prs",
"PRU","Prudential Financial, Inc.","97.76","$40.77B","2001","Finance","Life Insurance","https://www.nasdaq.com/symbol/pru",
"PUK","Prudential Public Limited Company","41.99","$54.42B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","25.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","25.4787","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/puk^a",
"PSB","PS Business Parks, Inc.","121.16","$3.31B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psb",
"PSB^U","PS Business Parks, Inc.","23.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^u",
"PSB^V","PS Business Parks, Inc.","23.6278","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^v",
"PSB^W","PS Business Parks, Inc.","21.9135","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^w",
"PSB^X","PS Business Parks, Inc.","21.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^x",
"PSB^Y","PS Business Parks, Inc.","21.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psb^y",
"PMD","Psychemedics Corporation","18.5175","$101.98M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/pmd",
"TLK","PT Telekomunikasi Indonesia, Tbk","24.03","$23.39B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tlk",
"PTC","PTC Inc.","94.76","$11.17B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","39.48","$1.98B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptct",
"PEG","Public Service Enterprise Group Incorporated","53.68","$27.13B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/peg",
"PSA","Public Storage","196.85","$34.3B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa",
"PSA^A","Public Storage","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^a",
"PSA^B","Public Storage","23.1032","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^b",
"PSA^C","Public Storage","22.16","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^c",
"PSA^D","Public Storage","21.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^d",
"PSA^E","Public Storage","21.1084","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^e",
"PSA^F","Public Storage","22.08","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^f",
"PSA^G","Public Storage","21.82","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^g",
"PSA^U","Public Storage","23.8495","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^u",
"PSA^V","Public Storage","22.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/psa^v",
"PSA^W","Public Storage","22.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","22.06","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^x",
"PSA^Y","Public Storage","25.295","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^y",
"PSA^Z","Public Storage","25.11","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psa^z",
"PULM","Pulmatrix, Inc.","0.3629","$17.03M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","10.71","$180.85M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/plse",
"PHM","PulteGroup, Inc.","22.89","$6.5B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/phm",
"PBYI","Puma Biotechnology Inc","42.69","$1.62B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pbyi",
"PACQ","Pure Acquisition Corp.","9.685","$103.28M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/pacq",
"PACQU","Pure Acquisition Corp.","10.325","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/pacqu",
"PACQW","Pure Acquisition Corp.","1.39","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/pacqw",
"PCYO","Pure Cycle Corporation","10.02","$238.12M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/pcyo",
"PSTG","Pure Storage, Inc. ","22.96","$5.42B","2015","Technology","Electronic Components","https://www.nasdaq.com/symbol/pstg",
"PRPL","Purple Innovation, Inc.","5.26","$283M","2015","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/prpl",
"PMM","Putnam Managed Municipal Income Trust","6.74","$353.34M","1989","n/a","n/a","https://www.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","4.39","$235.09M","1988","n/a","n/a","https://www.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","10.89","$405.44M","1993","n/a","n/a","https://www.nasdaq.com/symbol/pmo",
